Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Unique_Project_ID,Project_ID,Project_Name,Start_Date,Completion_Date,Project_LifeCycle_Cost,Schedule_Variance_days,Schedule_Variancne_perc,Schedule_Color,Cost_Variance_mil,Cost_Variance,Cost_Color
012-999990020,130,12,Department of Labor,Benefits.gov,20020000,79,FY 2012 Solution Improvements Project (Goal 2: Improve User Experience),01/10/2011,30/09/2012,0.41,0,0,Green,0,0,Green
012-999990020,130,12,Department of Labor,Benefits.gov,20030000,4285,FY 2013 Solution Improvements Project (Goal 2: Improve User Experience),01/10/2012,30/09/2013,0.319,0,0,Green,0.001,0.31,Green
012-000002630,131,12,Department of Labor,OSHA - Information System (OIS),263001,138,DME OSHA Information System (OIS),17/08/2005,13/09/2016,81.477544,0,0,Green,-0.005901,-0.1,Green
012-000002630,131,12,Department of Labor,OSHA - Information System (OIS),263002,139,Maintenance-OSHA Information System (OIS),14/03/2011,30/09/2016,57.54402,0,0,Green,0.000012,0,Green
012-000002015,132,12,Department of Labor,Integrated Federal Employees' Compensation System (iFECS),201501,113,ECOMP,15/06/2010,28/10/2011,2.486,-422,-1029.27,Red,0.015206,13.65,Yellow
012-000002015,132,12,Department of Labor,Integrated Federal Employees' Compensation System (iFECS),201502,114,3CI,09/04/2010,23/11/2011,0.18,-369,-212.07,Red,-0.124098,-199.14,Red
012-000002015,132,12,Department of Labor,Integrated Federal Employees' Compensation System (iFECS),201503,115,FY12 Maintenance,30/09/2011,30/09/2012,7.0438,-334,-91.26,Red,0,0,Green
012-000002015,132,12,Department of Labor,Integrated Federal Employees' Compensation System (iFECS),201504,116,ICD-10,17/01/2012,11/07/2013,0.12,-217,-571.05,Red,0.002,40,Red
012-000002015,132,12,Department of Labor,Integrated Federal Employees' Compensation System (iFECS),201506,6209,FY13 Maintenance,01/10/2012,31/12/2013,10.48,0,0,Green,0.007,0.07,Green
012-000001055,278,12,Department of Labor,Consumer Price Index (CPI) Maintenance,105501,1376,Maintenance - CADC Data Synchronization,03/10/2011,29/02/2012,0.515,0,0,Green,0.215,41.75,Red
012-000001055,278,12,Department of Labor,Consumer Price Index (CPI) Maintenance,105502,1377,Maintenance - C&amp;S Database Migration,03/10/2011,12/02/2013,1.551,29,5.82,Green,0.392,25.27,Yellow
012-000001055,278,12,Department of Labor,Consumer Price Index (CPI) Maintenance,105503,1378,Maintenance - Housing Database Migration,03/10/2011,26/10/2012,1.246,11,2.83,Green,0.282,22.63,Yellow
012-000001055,278,12,Department of Labor,Consumer Price Index (CPI) Maintenance,105504,1379,Maintenance - CPI Estimation System,03/10/2011,03/07/2014,7.197,0,0,Green,0.22,3.06,Green
012-000001055,278,12,Department of Labor,Consumer Price Index (CPI) Maintenance,105505,4287,Maintenance - CADC Visual Studio and Windows 7,01/10/2012,30/09/2013,0.726,0,0,Green,0.136,18.73,Yellow
012-000001055,278,12,Department of Labor,Consumer Price Index (CPI) Maintenance,105506,4289,Maintenance - Hardware Refresh,01/10/2012,30/09/2013,3.8,0,0,Green,0.048,1.26,Green
012-000005005,418,12,Department of Labor,PBGC - Benefit Calculation and Valuation,BCVS,582,Benefit Calculation and Valuation,23/05/2011,30/11/2013,11.409,0,0,Green,-0.345,-3.02,Green
012-000005005,418,12,Department of Labor,PBGC - Benefit Calculation and Valuation,BCVS 1-1,5607,Benefit Calculation and Valuation 1.1,28/01/2013,31/12/2013,1.5,0,0,Green,0,0,Green
012-000005004,624,12,Department of Labor,PBGC - Risk Management Early Warning / Legal Matter Management,RMEW,467,Risk Management Early Warning / Legal Matter Management,19/05/2011,31/12/2014,4.776,-21,-2.17,Green,0.031,0.65,Green
012-000005003,627,12,Department of Labor,PBGC - Participant Services (Benefit Administration),BMA,583,Benefit Management Applications (BMA),19/09/2011,30/05/2014,10.394,0,0,Green,0.093,0.89,Green
012-000005003,627,12,Department of Labor,PBGC - Participant Services (Benefit Administration),CCA,584,Customer Care Applications (CCA),26/09/2011,28/06/2013,2.128,-63,-9.83,Green,-0.205,-9.63,Green
012-000005003,627,12,Department of Labor,PBGC - Participant Services (Benefit Administration),CMS,585,Case Management System (CMS),26/08/2010,30/09/2013,4.665,0,0,Green,0.305,6.54,Green
012-000005003,627,12,Department of Labor,PBGC - Participant Services (Benefit Administration),DMS,586,Document Management Systems (DMS),01/12/2011,06/06/2014,1.548,0,0,Green,0.001,0.06,Green
012-000005013,628,12,Department of Labor,PBGC - IT Infrastructure,I-COMM,542,Communications,07/05/2010,30/09/2013,3.737,0,0,Green,0,0,Green
012-000005013,628,12,Department of Labor,PBGC - IT Infrastructure,I-PLATF,543,Platforms,01/11/2010,01/10/2014,8.801,0,0,Green,-4.006,-45.52,Red
012-000005013,628,12,Department of Labor,PBGC - IT Infrastructure,I-SEC,544,Security,01/10/2010,31/12/2013,4.49,0,0,Green,0,0,Green
012-000005013,628,12,Department of Labor,PBGC - IT Infrastructure,I-DB,545,Database,01/02/2011,30/08/2015,5.68,0,0,Green,0,0,Green
012-000005013,628,12,Department of Labor,PBGC - IT Infrastructure,I-IPA,546,Infrastructure Planning and Acquisition,07/09/2011,06/09/2012,1.304,-358,-98.08,Red,0,0,Green
012-000005000,635,12,Department of Labor,PBGC - Premium Accounting (PA),PAS,516,Premium Accounting Processing,13/06/2011,31/03/2014,1.532,0,0,Green,0.007,1.72,Green
012-000005000,635,12,Department of Labor,PBGC - Premium Accounting (PA),MyPAA,517,E-Filing,28/03/2011,30/09/2014,5.008,0,0,Green,-0.108,-3.85,Green
012-000005000,635,12,Department of Labor,PBGC - Premium Accounting (PA),PPS,518,Premium Accounting Processing PPS,15/02/2012,30/09/2014,9.283,0,0,Green,0,0,Green
012-000005001,641,12,Department of Labor,PBGC - Consolidated Financial Systems,CFS Trust,514,Trust / FY File Replacement,01/10/2010,30/09/2014,5.751,-61,-6.08,Green,0,0,Green
012-000005001,641,12,Department of Labor,PBGC - Consolidated Financial Systems,CFS Revolv,515,Revolving Fund Interfaces,15/09/2010,30/09/2014,4.255,0,0,Green,-0.062,-1.64,Green
012-000003655,838,12,Department of Labor,Acquisition Management System (AMS),365501,77,DOL Acquisition Management System (AMS) Development and Implementation,14/06/2010,28/09/2012,2.145869,0,0,Green,0.3665,17.08,Yellow
012-000003655,838,12,Department of Labor,Acquisition Management System (AMS),365502,7483,DOL Acquisition Management System Planning,01/10/2010,04/12/2012,3.159061,0,0,Green,0,0,Green
012-000003655,838,12,Department of Labor,Acquisition Management System (AMS),365503,7484,DOL Acquisition Management System Development,26/07/2012,27/12/2013,4.360624,0,0,Green,0,0,Green
012-000003655,838,12,Department of Labor,Acquisition Management System (AMS),365504,7485,"DOL Acquisition Management System Data Migration, Testing, and Implementation",26/10/2012,30/07/2014,5.007282,0,0,Green,0,0,Green
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),359401,233,IT Modernization Change Management Planning,30/09/2010,15/12/2011,2.010908,-1,-0.39,Green,0.002,0.36,Green
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),359402,234,IT Modernization Enterprise Architecture,01/10/2010,30/09/2011,1.598,0,0,Green,0,0,Green
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),359403,235,Data Center Consolidation Initiative (DCCI),01/03/2010,30/09/2015,18.14645,-119,-17.4,Yellow,0.01,0.23,Green
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),359404,236,Manage Trusted Internet Protocol Services (MTIPS),15/03/2010,30/09/2012,1,0,0,Green,-0.120339,-13.37,Yellow
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),359405,237,Internet Protocol v6 (IPv6),01/10/2010,29/09/2014,0.885,0,0,Green,-0.081915,-9.26,Green
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),359406,238,Email as a Service (EaaS),01/05/2011,30/09/2013,6,-367,-80.66,Red,0,0,Green
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),359407,239,Mobile Computing,01/09/2011,30/09/2013,1.5,-93,-36.05,Red,0.052173,8.28,Green
012-000003615,1047,12,Department of Labor,OWCP Workers' Compensation System (OWCS),361501,117,Initial Planning for OWCS,09/07/2012,28/09/2012,0.005,-336,-414.81,Red,0,0,Green
012-000003615,1047,12,Department of Labor,OWCP Workers' Compensation System (OWCS),361502,4355,"Implement OIS, and IVR",01/10/2012,30/09/2014,0.945,0,0,Green,0,0,Green
012-000003615,1047,12,Department of Labor,OWCP Workers' Compensation System (OWCS),361503,4357,OWCS Development,01/04/2013,30/09/2018,8.7585,0,0,Green,0,0,Green
012-000003615,1047,12,Department of Labor,OWCP Workers' Compensation System (OWCS),361504,4359,OWCS Maintenance Releases,01/10/2012,30/09/2013,3.715,0,0,Green,0,0,Green
012-000000007,1128,12,Department of Labor,Strategic EnforcementAchieves ComplianceSystem (SEACS) &amp; Prevailing Wage System (PWS),701,2939,SEACS &amp; PWS Planning,01/08/2012,28/09/2012,0.47,-336,-579.31,Red,0,0,Green
012-000000007,1128,12,Department of Labor,Strategic EnforcementAchieves ComplianceSystem (SEACS) &amp; Prevailing Wage System (PWS),702,4361,SEACS Development,01/10/2012,30/09/2015,7.16005,0,0,Green,0,0,Green
012-000000007,1128,12,Department of Labor,Strategic EnforcementAchieves ComplianceSystem (SEACS) &amp; Prevailing Wage System (PWS),703,4363,PWS Development,01/10/2012,30/09/2015,7.16005,0,0,Green,0,0,Green
014-000000012,718,14,Department of State,A-LM - Integrated Logistics Management System,10,1537,Fleet Management Information System,01/10/2009,30/09/2012,3.289,-340,-46.96,Red,-0.48511,-23.3,Yellow
014-000000012,718,14,Department of State,A-LM - Integrated Logistics Management System,12,1538,ILMS Enhancement Management,01/10/2009,30/09/2016,17.617,0,0,Green,0.040921,0.43,Green
014-000000012,718,14,Department of State,A-LM - Integrated Logistics Management System,5,1540,Overseas Integrated Deployments,01/10/2009,30/09/2014,19.901,0,0,Green,-1.154294,-6.31,Green
014-000000014,730,14,Department of State,Travel Manager Program,3,1674,e-Gov Travel Service (ETS1) DME,01/10/2009,30/09/2011,5.964463,-700,-192.31,Red,-0.581029,-21.33,Yellow
014-000000014,730,14,Department of State,Travel Manager Program,4,1675,Contingency to support the e-Gov Travel Service II (ETS2) initiative,01/01/2011,30/09/2015,8.406375,0,0,Green,7.947295,94.54,Red
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),27,1530,DOS Segment 1 - Incremental Financial System Improvements,01/10/2010,31/01/2012,5.608,-123,-33.79,Red,-0.201964,-3.6,Green
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),28,1531,DOS Segment 2 - Incremental Financial System Improvements,01/10/2011,30/09/2012,4.101,0,0,Green,0.31681,7.73,Green
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),29,1532,DOS Segment 3 - Planning &amp; Budgeting Systems,01/10/2010,30/09/2012,3.9,-182,-24.93,Yellow,0.738895,18.95,Yellow
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),30,6265,DOS Segment 4 - Incremental Financial System Improvements,01/10/2012,30/09/2014,4.434,0,0,Green,-0.175059,-3.95,Green
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),390,5909,Permanent Change of Station Travel Redesign - Travel Voucher,01/10/2009,30/09/2013,3.47,-3,-0.41,Green,0.000589,0.03,Green
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),400,5911,Permanent Change of Station Travel Redesign - Foreign Service Assignment Bidding,01/10/2009,30/09/2013,3.012,-3,-0.27,Green,0.845378,31.5,Red
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),440,5913,IPMS Alternatives &amp; HRLoB SSC Analysis,01/01/2011,31/12/2011,1.149,-1,-0.28,Green,0.863489,75.27,Red
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),490,5915,New Hire Process Automation,01/10/2009,30/09/2013,2.347,-3,-0.41,Green,-0.669602,-32.76,Red
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),510,5917,Integrated Worldwide Personnel / Payroll - Overseas Personnel Centralization,01/12/2010,30/09/2014,6.199,0,0,Green,1.522672,26.5,Yellow
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),520,5919,Integrated Worldwide Personnel / Payroll - American Direct Hire Payroll Integration,01/10/2012,30/09/2014,2.009,0,0,Green,1.915264,95.37,Red
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),560,5921,Executive Agency Personnel Support Suite - Locally Employed Staff Application Expansion,01/10/2010,30/09/2013,3.197,28,2.56,Green,1.521271,47.63,Red
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),570,5923,IPMS Operations &amp; Maintenance - FY 2012,01/10/2011,30/09/2012,22.832,-2,-0.55,Green,0.000001,0,Green
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),580,5925,IPMS Operations &amp; Maintenance - FY 2013,01/10/2012,30/09/2013,22.882,-3,-0.83,Green,0,0,Green
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),650,5927,IPMS Enterprise Arch - ESOC West Infrastructure,01/10/2011,30/09/2013,1.513,-3,-0.41,Green,-0.770464,-50.94,Red
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),670,5929,IPMS Enterprise Arch - Consolidation / Enable Secure Reusable Services,01/10/2012,30/09/2015,1.157,0,0,Green,0.849525,100,Red
014-000000029,742,14,Department of State,Global Foreign Affairs Compensation System (GFACS),5,1638,GFACS Payroll,01/10/2009,30/09/2014,60.767,0,0,Green,-1.950423,-5.01,Green
014-000000029,742,14,Department of State,Global Foreign Affairs Compensation System (GFACS),7,1639,GFACS T&amp;A,01/01/2011,30/09/2015,25.65,0,0,Green,0.265035,2.03,Green
014-000000029,742,14,Department of State,Global Foreign Affairs Compensation System (GFACS),5,7361,GFACS Payroll,01/10/2009,30/09/2014,60.767,0,0,Green,-0.361731,-1.99,Green
014-000000029,742,14,Department of State,Global Foreign Affairs Compensation System (GFACS),7,7363,GFACS T&A,01/01/2011,30/09/2015,25.65,0,0,Green,0,0,Green
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),11,1562,FY11 FACTS Info Development,01/10/2010,30/09/2011,1.7749,0,0,Green,-0.139001,-7.83,Green
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),12,1563,FY11 PEPFAR Module Development,01/10/2010,30/09/2011,1.1033,0,0,Green,0.053832,4.88,Green
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),14,1564,FY12 FACTS Info Development,01/10/2011,30/09/2012,2.2095,0,0,Green,0.086588,3.92,Green
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),15,1565,FY12 PEPFAR Module Development,01/10/2011,30/09/2012,1.45873,0,0,Green,-0.030521,-2.09,Green
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),17,6673,FY13 Operations and Maintenance (O&M): FACTS Info,01/10/2012,30/09/2013,3.971,0,0,Green,0.015556,0.43,Green
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),18,6675,FY13 Next Generation Development Phase 1,01/10/2012,30/06/2013,1081.6,-92,-33.82,Red,0,0,Green
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),19,6677,FY13 Next Generation Development,01/04/2013,30/09/2013,850.2,0,0,Green,0,0,Green
014-000000019,744,14,Department of State,Electronic Medical Record (EMR),1,2942,EHR,10/02/2010,30/09/2014,30.300401,-577,-126.26,Red,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",1,6679,WMA,01/10/2011,30/09/2019,486.827712,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",2,6681,EML,01/10/2011,30/09/2019,161.095904,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",3,6683,Mobile Computing,01/10/2011,30/09/2019,37.450889,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",4,6685,ACS,01/10/2011,30/09/2019,14.681373,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",5,6687,POEMS,01/10/2011,30/09/2019,38.923824,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",6,6689,WREN,01/10/2011,30/09/2019,45.611,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",1,6743,WMA,01/10/2011,30/09/2019,486.827712,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",2,6745,EML,01/10/2011,30/09/2019,161.095904,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",3,6747,Mobile Computing,01/10/2011,30/09/2019,37.450889,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",4,6749,ACS,01/10/2011,30/09/2019,14.681373,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",5,6751,POEMS,01/10/2011,30/09/2019,38.923824,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",6,6753,WREN,01/10/2011,30/09/2019,45.611,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",1,7465,WMA,01/10/2011,30/09/2019,486.827712,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",2,7467,EML,01/10/2011,30/09/2019,161.095904,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",3,7469,Mobile Computing,01/10/2011,30/09/2019,37.450889,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",4,7471,ACS,01/10/2011,30/09/2019,14.681373,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",5,7473,POEMS,01/10/2011,30/09/2019,38.923824,0,0,Green,0,0,Green
014-000000042,1129,14,Department of State,"Messaging Services, Email and Remote Connectivity",6,7475,WREN,01/10/2011,30/09/2019,45.611,0,0,Green,0,0,Green
014-000000039,1130,14,Department of State,Application Services,1,6351,DoSSS (Sharepoint),25/02/2008,30/09/2019,63.106,0,0,Green,-2.173033,-13.45,Yellow
014-000000039,1130,14,Department of State,Application Services,2,6353,Post Administrative Software Suite (PASS),03/10/2005,30/09/2019,20.794,0,0,Green,0.904381,5.23,Green
014-000000039,1130,14,Department of State,Application Services,3,6355,Data Management,29/09/2008,30/09/2019,20.794,0,0,Green,0.301107,5.14,Green
014-000000039,1130,14,Department of State,Application Services,4,6357,eCountry Clearance,27/02/2007,30/09/2019,3.611,0,0,Green,-0.342514,-18.46,Yellow
014-000000039,1130,14,Department of State,Application Services,5,6359,Enterprise Application Integration (EAI),03/10/2005,30/09/2019,12.985,0,0,Green,0.744686,13.15,Yellow
014-000000039,1130,14,Department of State,Application Services,6,6361,Enterprise Data Warehouse (EDW),29/09/2008,30/09/2019,43.979,-3,-0.41,Green,1.711519,23.56,Yellow
014-000000026,1131,14,Department of State,Data Center Services and Hosting,1,6553,ESOC,01/10/2003,30/09/2019,512.386885,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,2,6555,Compensation Support,01/10/2006,30/09/2017,22.945,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,3,6557,BEC,01/10/2008,30/09/2019,17.32147,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,4,6559,Systems Integration Office (SIO),01/10/2007,30/09/2019,8.96,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,1,6735,ESOC,01/10/2003,30/09/2019,512.386885,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,2,6737,Compensation Support,01/10/2006,30/09/2017,22.945,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,3,6739,BEC,01/10/2008,30/09/2019,17.32147,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,4,6741,Systems Integration Office (SIO),01/10/2007,30/09/2019,8.96,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,1,7387,ESOC,01/10/2003,30/09/2019,512.386885,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,2,7389,Compensation Support,01/10/2006,30/09/2017,22.945,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,3,7391,BEC,01/10/2008,30/09/2019,17.32147,0,0,Green,0,0,Green
014-000000026,1131,14,Department of State,Data Center Services and Hosting,4,7393,Systems Integration Office (SIO),01/10/2007,30/09/2019,8.96,0,0,Green,0,0,Green
014-000000032,1132,14,Department of State,Consular Systems Modernization,1,2964,Pre-IVO-Technology (piVot),07/10/2011,21/10/2013,4.209145,-352,-62.63,Red,-1.828589,-74.86,Red
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",1,6755,Contingency INMARSAT Refresh,01/10/2011,30/09/2032,7.48,0,0,Green,0,0,Green
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2,6757,Global IT Modernization PMA,01/10/2011,30/09/2032,161.913834,0,0,Green,0,0,Green
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",6,6759,Ops Center Telephone Bridge,01/10/2011,30/09/2032,1.622,0,0,Green,0,0,Green
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",7,6761,Post Telephones,01/10/2011,30/09/2032,18.1588,0,0,Green,0,0,Green
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",8,6763,Video Collaboration,01/10/2011,30/09/2032,4.495,0,0,Green,0,0,Green
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",9,6765,Voice Technology,01/10/2011,30/09/2032,39.174,0,0,Green,0,0,Green
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",12,6767,Domestic Technical Services,01/10/2011,30/09/2032,19.983424,0,0,Green,0,0,Green
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",14,6769,Digital Services Initiative,01/09/2012,30/09/2032,65.355075,0,0,Green,0,0,Green
014-000000034,1134,14,Department of State,Legacy Consular Systems,1,2974,American Citizens Services,01/10/2011,30/09/2014,19.9,0,0,Green,-0.35129,-1.77,Green
014-000000034,1134,14,Department of State,Legacy Consular Systems,2811,2975,Travel Document Systems Support,01/10/2011,30/09/2014,34,0,0,Green,4.116178,12.11,Yellow
014-000000034,1134,14,Department of State,Legacy Consular Systems,48611,2976,Administrative and Management Systems Support  (AMS),01/10/2011,30/09/2014,21.255,0,0,Green,1.202417,5.66,Green
014-000000034,1134,14,Department of State,Legacy Consular Systems,48622,2977,"Business Intelligence, Analytics and Reporting",01/10/2011,30/09/2014,38.05,0,0,Green,7.647844,20.1,Yellow
014-000000034,1134,14,Department of State,Legacy Consular Systems,48633,2978,Intranet/Internet Website Development &amp; Support,01/10/2011,30/09/2014,28.255,0,0,Green,3.502973,12.4,Yellow
014-000000034,1134,14,Department of State,Legacy Consular Systems,48644,2979,Visa Systems Support,01/10/2011,30/09/2014,36.6,0,0,Green,0.195043,0.53,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,1,6783,AIS Security Infrastructure Support Program,01/10/2011,30/09/2019,389.552048,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,2,6785,Anti-Virus,01/10/2011,30/09/2019,61.892378,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,3,6787,Communications Security Audit Program,01/10/2011,30/09/2019,16.003618,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,4,6789,Electronic Key Management System,01/10/2011,30/09/2019,65.54206,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,5,6791,In-Line Network Encryption,01/10/2011,30/09/2019,53.8641,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,6,6793,Information Assurance Program,01/10/2011,30/09/2019,9.179704,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,7,6795,Mainframe System Security Program,01/10/2011,30/09/2019,22.906354,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,8,6797,Public Key Infrastructure and Biometrics Logical Access Development and Execution Program,01/10/2011,30/09/2019,179.931034,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,9,6799,Red Switch Program,01/10/2011,30/09/2019,10.690013,0,0,Green,0.719553,38.84,Red
014-000000048,1136,14,Department of State,Security/Cyber Security Services,10,6801,Role-Based Cyber Security Training,01/10/2011,30/09/2019,59.363643,0,0,Green,0.236396,3.4,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,11,6803,Secure Voice,01/10/2011,30/09/2019,71.390785,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,12,6805,Technical Security and Safeguards,01/10/2011,30/09/2019,58.349,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,1,7441,AIS Security Infrastructure Support Program,01/10/2011,30/09/2019,389.552048,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,2,7443,Anti-Virus,01/10/2011,30/09/2019,61.892378,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,3,7445,Communications Security Audit Program,01/10/2011,30/09/2019,16.003618,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,4,7447,Electronic Key Management System,01/10/2011,30/09/2019,65.54206,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,5,7449,In-Line Network Encryption,01/10/2011,30/09/2019,53.8641,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,6,7451,Information Assurance Program,01/10/2011,30/09/2019,18.359408,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,7,7453,Mainframe System Security Program,01/10/2011,30/09/2019,22.906354,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,8,7455,Public Key Infrastructure and Biometrics Logical Access Development and Execution Program,01/10/2011,30/09/2019,179.931034,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,9,7457,Red Switch Program,01/10/2011,30/09/2019,10.690013,0,0,Green,0.719553,38.84,Red
014-000000048,1136,14,Department of State,Security/Cyber Security Services,10,7459,Role-Based Cyber Security Training,01/10/2011,30/09/2019,59.363643,0,0,Green,0.236396,3.4,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,11,7461,Secure Voice,01/10/2011,30/09/2019,71.390785,0,0,Green,0,0,Green
014-000000048,1136,14,Department of State,Security/Cyber Security Services,12,7463,Technical Security and Safeguards,01/10/2011,30/09/2019,58.349,0,0,Green,0,0,Green
014-000000043,1137,14,Department of State,Enterprise Network and Bandwidth Services,11811,3032,EMS Projects,01/10/2011,30/09/2012,2.470018,-2,-0.55,Green,0.793802,32.14,Red
014-000000043,1137,14,Department of State,Enterprise Network and Bandwidth Services,11812,3033,NLM Projects,01/10/2011,30/09/2012,1.61445,-2,-0.55,Green,0.000052,0,Green
